,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),Price (USD),sizeperWeight,priceperharddrive,priceperram,LogPrice (USD)
329,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1024,Intel HD Graphics 620,Windows,10,0.10972568578553615,2625.0,2835.0,12.389380530973453,2.7685546875,177.1875,7.950149887652018
330,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1024,Intel HD Graphics 500,Windows,10,0.37655860349127185,306.0,330.48,7.09090909090909,0.322734375,82.62,5.8035674759808416
331,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1050,Windows,10,0.5511221945137157,1529.0,1651.3200000000002,5.9655172413793105,1.29009375,103.20750000000001,7.409935639923094
332,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1280,AMD Radeon RX 550,Windows,10,0.3516209476309227,1144.5,1236.0600000000002,7.428571428571428,0.9656718750000002,154.50750000000002,7.120492875662427
333,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.5261845386533666,2249.0,2428.92,6.178571428571429,1.89759375,151.8075,7.79561361398196
334,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows,10,0.10224438902743144,1873.0,2022.84,12.727272727272727,3.950859375,252.855,7.612751975899232
335,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows,10,0.12718204488778057,1747.0,1886.76,11.083333333333334,3.685078125,117.9225,7.543146219981119
336,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512,Intel HD Graphics,Windows,10,0.16708229426433918,1680.0,1814.4,10.294117647058822,3.54375,226.8,7.504061108092527
337,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,0.37655860349127185,409.0,441.72,7.09090909090909,0.88344,110.43,6.092937516038615
338,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32,Intel HD Graphics 500,Windows,10,0.114713216957606,304.45,328.806,10.08695652173913,10.2751875,164.403,5.798504602804159
339,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512,Nvidia Quadro M1200,Windows,10,0.4937655860349128,1925.0,2079.0,5.842696629213483,4.060546875,259.875,7.640123172695364
340,Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512,Nvidia GeForce GT 940MX,Windows,10,0.2518703241895262,1943.0,2098.44,8.23529411764706,4.098515625,262.305,7.64942592148297
341,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,AMD Radeon 520,Windows,10,0.3516209476309227,469.0,506.52,7.428571428571428,0.4946484375,126.63,6.229536119006428
342,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.22693266832917708,789.01,852.1308,8.3125,3.3286359375,106.51635,6.748912876885013
343,Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.14463840399002498,928.0,1002.24,10.47244094488189,3.915,125.28,6.910990041492067
344,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows,10,0.23940149625935164,689.0,744.12,8.060606060606062,5.8134375,186.03,6.613545279234067
345,HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.18453865336658354,1500.0,1620.0,9.79020979020979,6.328125,202.5,7.390798521735676
346,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1024,Intel HD Graphics 620,Windows,10,0.3615960099750624,539.95,583.1460000000001,7.289719626168224,0.5694785156250001,72.89325000000001,6.370150951583435
347,Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon RX 550,Windows,10,0.26433915211970077,1215.38,1312.6104000000005,8.0,5.127384375000002,164.07630000000006,7.180534655841002
348,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050,Windows,10,0.3266832917705736,1899.0,2050.92,7.8,4.005703125,128.1825,7.626531219175897
349,Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64,Intel HD Graphics 500,Windows,10,0.17705735660847882,449.0,484.92,8.785714285714286,7.576875,80.82000000000001,6.1860440012974385
350,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256,Intel HD Graphics 630,Windows,10,0.40399002493765596,1427.0,1541.16,6.753246753246753,6.02015625,192.645,7.340939310089336
351,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.9301745635910224,2799.0,3022.92,3.9140271493212673,2.3616562500000002,188.9325,8.014309281923028
352,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050 Ti,Windows,10,0.4812967581047382,1159.0,1251.72,5.9541984732824424,1.0865625,156.465,7.133072466237188
353,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,2304,AMD Radeon 530,Windows,10,0.33167082294264344,1142.4,1233.792,7.7227722772277225,0.5355,154.224,7.118657813825028
354,HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1280,Nvidia GeForce GTX 1070,Windows,10,0.6633416458852868,1999.0,2158.92,5.164179104477612,1.68665625,179.91,7.677826462955285
355,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,0.11720698254364087,299.0,322.92,10.0,10.09125,80.73,5.780496571723906
356,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.17705735660847882,1010.0,1090.8000000000002,9.500000000000002,4.260937500000001,136.35000000000002,6.995582989347658
357,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128,Intel HD Graphics 620,Windows,10,0.2518703241895262,599.0,646.9200000000001,8.23529411764706,5.054062500000001,161.73000000000002,6.473767231940735
358,Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,512,Nvidia GeForce 940MX,Windows,10,0.401496259351621,2445.0,2640.6000000000004,6.782608695652175,5.157421875000001,165.03750000000002,7.879140073165864
359,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,512,Nvidia Quadro M2200M,Windows,10,0.45137157107231923,2449.0,2644.92,6.24,5.165859375,165.3075,7.880774109901886
360,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8,1280,AMD Radeon RX 580,Windows,10,0.6259351620947631,1695.0,1830.6,5.40625,1.43015625,228.825,7.51294518078294
361,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500,Intel HD Graphics 400,Windows,10,0.3516209476309227,347.0,374.7600000000001,7.428571428571428,0.7495200000000002,93.69000000000003,5.92895064171874
362,Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24,512,Intel HD Graphics 620,Windows,10,0.15710723192019954,2382.0,2572.56,10.606060606060606,5.02453125,107.19,7.853045433373196
363,Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8,1024,AMD Radeon R4,Windows,10,0.5261845386533666,519.0,560.52,6.178571428571429,0.5473828125,70.065,6.330647392422166
364,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256,AMD Radeon 530,Windows,10,0.37655860349127185,749.0,808.9200000000001,7.09090909090909,3.1598437500000003,202.23000000000002,6.696935477356759
365,Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.16708229426433918,1429.0,1543.3200000000002,9.191176470588236,6.028593750000001,192.91500000000002,7.342338962996612
366,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows,10,0.37655860349127185,349.0,376.92,7.09090909090909,2.9446875,94.23,5.934682533008997
367,HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,1099.0,1186.92,7.09090909090909,1.0303125,148.365,7.0799591575878065
368,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Nvidia GeForce 930MX,Windows,10,0.23690773067331672,1179.0,1273.3200000000002,8.536585365853659,4.973906250000001,159.16500000000002,7.150167981986383
369,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8,1088,Nvidia Quadro M620,Windows,10,0.38403990024937656,1993.0,2152.44,6.995515695067264,1.9783455882352943,269.055,7.6748218424854056
370,MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,1027.74,1109.9592,7.09090909090909,4.335778125,138.7449,7.0129790652929325
371,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows,10 S,0.13965087281795513,2589.0,2796.1200000000003,10.8,5.461171875000001,174.75750000000002,7.936345595392123
372,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows,10,0.30423940149625933,589.0,636.12,8.167539267015707,4.9696875,79.515,6.456958020875831
373,Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256,Nvidia Quadro M620,Windows,10,0.36907730673316713,1975.0,2133.0,7.188940092165899,8.33203125,133.3125,7.665753431861699
374,HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,512,Intel HD Graphics 620,Windows,10,0.40399002493765596,1534.0,1656.72,6.753246753246753,3.23578125,207.09,7.413198443267252
375,Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.23940149625935164,1345.0,1452.6,8.484848484848484,5.67421875,181.575,7.2817985170819615
376,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1152,AMD Radeon 530,Windows,10,0.4164588528678304,979.0,1057.3200000000002,6.610169491525424,0.9178125000000001,132.16500000000002,6.964438024154124
377,Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500,Intel HD Graphics 405,Windows,10,0.19451371571072318,479.0,517.32,7.891156462585034,1.03464,129.33,6.250592812141702
378,Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,1024,Nvidia GeForce GTX 1060,Windows,10,0.9301745635910224,2046.0,2209.6800000000003,3.9140271493212673,2.1578906250000003,276.21000000000004,7.70105543949192
379,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4,128,Intel HD Graphics 615,Windows,10 S,0.14014962593516211,989.0,1068.12,10.782747603833865,8.3446875,267.03,6.974591159168392
380,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,256,Intel Iris Plus Graphics 640,Windows,10 S,0.13965087281795513,1799.0,1942.92,10.8,7.58953125,242.865,7.572461831910232
381,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows,10,0.45137157107231923,639.9,691.092,6.92,2.699578125,86.3865,6.539718894757749
382,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,Nvidia GeForce 940MX,Windows,10,0.38403990024937656,544.0,587.52,6.995515695067264,0.57375,146.88,6.3776109108297465
383,Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows,10,0.17705735660847882,435.0,469.8,8.285714285714286,3.6703125,117.45,6.154433375386121
384,Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1024,Intel HD Graphics 620,Windows,10,0.4189526184538654,749.0,808.9200000000001,6.582278481012658,0.7899609375000001,101.11500000000001,6.696935477356759
385,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256,Nvidia Quadro M2200M,Windows,10,0.4937655860349128,2090.0,2257.2000000000003,5.842696629213483,8.817187500000001,282.15000000000003,7.722323314746422
386,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500,Intel HD Graphics 500,Windows,10,0.3266832917705736,304.0,328.32000000000005,7.8,0.6566400000000001,82.08000000000001,5.797029922430226
387,Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Nvidia GeForce GTX 940MX,Windows,10,0.37655860349127185,469.0,506.52,7.09090909090909,1.01304,126.63,6.229536119006428
388,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,2048,AMD Radeon 530,Windows,10,0.33167082294264344,759.0,819.72,7.7227722772277225,0.40025390625,102.465,6.710182003779457
389,HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1024,Nvidia GeForce GTX 1060,Windows,10,0.7705735660847881,1699.0,1834.92,4.576719576719577,1.7919140625,152.91,7.5153009972463565
390,Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256,Intel HD Graphics 520,Windows,10,0.17705735660847882,1858.0,2006.64,10.0,7.8384375,167.22,7.60471518187
391,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows,10,0.14962593516209477,1999.0,2158.92,10.310077519379846,4.216640625,269.865,7.677826462955285
392,HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500,AMD FirePro W4190M ,Windows,10,0.30174563591022446,1154.0,1246.3200000000002,8.210526315789474,2.49264,155.79000000000002,7.128752528637921
393,Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.18204488778054861,1841.85,1989.198,9.366197183098592,7.7703046875,248.64975,7.595989410256428
394,Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,1152,Intel HD Graphics 530,Windows,10,0.34164588528678314,1299.0,1402.92,7.572815533980582,1.2178125,116.91000000000001,7.247023602905351
395,Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128,Intel HD Graphics 520,Windows,10,0.2743142144638404,740.0,799.2,7.82122905027933,6.24375,99.9,6.684861696423135
396,Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M1200,Windows,10,0.27182044887780554,2408.0,2600.6400000000003,8.764044943820224,10.158750000000001,325.08000000000004,7.863897294389047
397,Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1,Intel HD Graphics 620,Windows,10,0.2518703241895262,1364.0,1473.12,8.23529411764706,1473.12,184.14,7.295816480561763
398,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1024,AMD Radeon 520,Windows,10,0.37655860349127185,675.0,729.0,7.09090909090909,0.7119140625,91.125,6.593044534142437
399,Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.08977556109725687,1672.0,1805.76,12.666666666666666,7.05375,225.72,7.499290464947829
400,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Nvidia GeForce 940MX,Windows,10,0.36658354114713226,1262.0,1362.96,7.222222222222221,2.66203125,170.37,7.2181475124602095
401,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1024,Intel HD Graphics 620,Windows,10,0.3715710723192021,586.6,633.528,7.155963302752293,0.6186796875,158.382,6.452881415416395
402,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128,Intel UHD Graphics 620,Windows,10,0.19950124688279303,726.0,784.08,8.926174496644295,6.125625,196.02,6.665785623417879
403,Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64,Intel HD Graphics,Windows,10,0.29925187032418954,248.9,268.812,8.253968253968255,4.2001875,67.203,5.597725420175226
404,Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Windows,10,0.401496259351621,565.0,610.2,6.782608695652175,4.7671875,152.55,6.415424237852311
405,Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.26433915211970077,1049.0,1132.92,8.0,4.42546875,141.615,7.033435935061946
406,Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M620,Windows,10,0.36907730673316713,2338.0,2525.04,7.188940092165899,4.93171875,157.815,7.834408138097807
407,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050,Windows,10,0.34164588528678314,1899.0,2050.92,7.572815533980582,4.005703125,128.1825,7.626531219175897
408,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.16708229426433918,1798.0,1941.84,9.191176470588236,3.79265625,121.365,7.571906099100491
409,Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.054862842892768104,1950.0,2106.0,13.736263736263735,4.11328125,131.625,7.653020413804189
410,Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 940MX,Windows,10,0.401496259351621,1011.99,1092.9492,6.782608695652175,4.2693328125,136.61865,6.997549546803236
411,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512,Intel HD Graphics 620,Windows,10,0.08977556109725687,2799.0,3022.92,12.666666666666666,5.904140625,94.46625,8.014309281923028
412,Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.32418952618453867,1350.0,1458.0,7.839195979899498,1.265625,182.25,7.285506548522785
413,Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1024,AMD Radeon RX 540,Windows,10,0.37655860349127185,579.0,625.32,7.09090909090909,0.6106640625,78.165,6.439861422599659
414,Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,1280,Nvidia GeForce GTX 965M,Windows,10,0.9077306733167083,1269.0,1370.52,3.9953810623556585,1.07071875,57.105,7.223674892845158
415,Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1,Intel HD Graphics 520,Windows,10,0.1521197007481297,1099.0,1186.92,9.615384615384615,1186.92,148.365,7.0799591575878065
416,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows,10,0.36907730673316713,898.9,970.812,7.188940092165899,3.792234375,121.3515,6.879162370115362
417,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,1024,Intel HD Graphics 620,Windows,10,0.1970074812967581,1749.0,1888.92,9.45945945945946,1.8446484375,236.115,7.544289779115503
418,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256,Intel HD Graphics 620,Windows,10,0.17705735660847882,949.0,1024.92,9.500000000000002,4.00359375,128.115,6.933345049981133
419,Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.401496259351621,911.0,983.88,6.782608695652175,3.84328125,122.985,6.89251980633936
420,Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64,Intel HD Graphics 500,Windows,10 S,0.12718204488778057,340.0,367.2000000000001,9.666666666666666,5.737500000000002,91.80000000000003,5.908626268798978
421,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon 520,Windows,10,0.30423940149625933,618.99,668.5092000000001,8.167539267015707,2.6113640625000003,83.56365000000001,6.50654490663502
422,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.17705735660847882,1599.0,1726.92,9.928571428571429,6.74578125,215.865,7.454673651995998
423,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500,Intel HD Graphics 500,Windows,10,0.3516209476309227,299.0,322.92,6.666666666666666,0.6458400000000001,80.73,5.780496571723906
424,Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.18703241895261846,949.0,1024.92,9.236111111111112,4.00359375,128.115,6.933345049981133
