,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),Price (USD),sizeperWeight,priceperharddrive,priceperram,LogPrice (USD)
568,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256,Intel Iris Plus Graphics 640,Windows,10 S,0.14014962593516211,1867.85,2017.278,10.782747603833865,7.8799921875,252.15975,7.609999951584068
569,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1152,AMD Radeon R5 M430,Windows,10,0.30174563591022446,817.95,883.3860000000001,8.210526315789474,0.7668281250000001,110.42325000000001,6.784893618916794
570,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.1521197007481297,1034.0,1116.72,10.230769230769232,4.3621875,139.59,7.019046175120709
571,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128,AMD Radeon R2 Graphics,Windows,10,0.37655860349127185,349.0,376.92,7.09090909090909,2.9446875,94.23,5.934682533008997
572,HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Nvidia GeForce 940MX,Windows,10,0.2344139650872818,699.0,754.9200000000001,8.588957055214724,5.897812500000001,188.73000000000002,6.627935550474371
573,MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1050,Windows,10,0.4264339152119701,1294.0,1397.52,6.5,1.0918125,87.345,7.24316981357658
574,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.10224438902743144,1135.0,1225.8000000000002,12.727272727272727,4.788281250000001,153.22500000000002,7.112164432240097
575,LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel HD Graphics 620,Windows,10,0.09975062344139657,2299.0,2482.92,14.311926605504587,4.849453125,310.365,7.817593236415578
576,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows,10,0.45137157107231923,1299.0,1402.92,6.24,5.48015625,87.6825,7.247023602905351
577,MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,997.9,1077.732,7.09090909090909,4.209890625,134.7165,6.983541556279283
578,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,Windows,10,0.2917705735660848,419.0,452.52,8.387096774193548,3.5353125,113.13,6.117039370016048
579,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,1152,Nvidia GeForce GTX 1060,Windows,10,0.6284289276807979,2051.0,2215.08,4.859813084112149,1.9228125,138.4425,7.703495148298578
580,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256,AMD Radeon R5 520,Windows,10,0.45137157107231923,699.0,754.9200000000001,6.92,2.9489062500000003,188.73000000000002,6.627935550474371
581,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows,10,0.12468827930174564,1499.0,1618.92,11.176470588235295,3.161953125,202.365,7.390132044291014
582,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.6982543640897756,2813.75,3038.8500000000004,4.469914040114613,2.3741015625000004,189.92812500000002,8.019563451077643
583,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,AMD Radeon 520,Windows,10,0.2917705735660848,612.61,661.6188000000001,8.387096774193548,1.3232376000000001,165.40470000000002,6.49619986253905
584,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1024,AMD Radeon R5 M430,Windows,10,0.37655860349127185,545.67,589.3235999999999,7.09090909090909,0.5755113281249999,147.33089999999999,6.380670861118832
585,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2048,AMD Radeon R7 M440,Windows,10,0.4887780548628429,569.0,614.5200000000001,6.528301886792454,0.30005859375000005,102.42000000000002,6.422467439003985
586,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500,Intel HD Graphics 510,Windows,10,0.3516209476309227,318.0,343.44,7.428571428571428,0.68688,85.86,5.841919909827965
587,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,0.2518703241895262,699.0,754.9200000000001,8.23529411764706,2.9489062500000003,188.73000000000002,6.627935550474371
588,HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500,Nvidia Quadro M1200,Windows,10,0.6109725685785536,1907.99,2060.6292000000003,5.509554140127388,4.1212584,257.57865000000004,7.631251822994156
589,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.18204488778054861,2590.0,2797.2000000000003,9.859154929577466,10.926562500000001,349.65000000000003,7.936731632299185
590,Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.20199501246882795,973.0,1050.84,8.866666666666667,4.10484375,131.355,6.958296290475855
591,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32,Intel HD Graphics,Windows,10,0.17705735660847882,269.0,290.52000000000004,8.285714285714286,9.078750000000001,72.63000000000001,5.675108614071593
592,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.17206982543640897,1749.0,1888.92,10.144927536231885,3.689296875,118.0575,7.544289779115503
593,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows,10,0.16708229426433918,1877.0,2027.16,9.779411764705882,3.959296875,126.6975,7.614884257062501
594,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500,AMD Radeon 530,Windows,10,0.3516209476309227,689.0,744.12,7.428571428571428,1.48824,186.03,6.613545279234067
595,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows,10,0.4663341645885288,819.0,884.5200000000001,6.09375,0.8637890625000001,110.56500000000001,6.786175043077368
596,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256,AMD Radeon 530,Windows,10,0.37655860349127185,399.0,430.92,7.09090909090909,1.68328125,107.73,6.068240385910031
597,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1024,AMD Radeon R7,Windows,10,0.37655860349127185,429.0,463.3200000000001,7.09090909090909,0.4524609375000001,57.91500000000001,6.140573969695823
598,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,2048,Intel HD Graphics 620,Windows,10,0.3516209476309227,621.45,671.166,7.428571428571428,0.3277177734375,167.7915,6.510505333827316
599,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.3715710723192021,795.0,858.6,7.155963302752293,3.35390625,107.325,6.756467164768355
600,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.22693266832917708,999.0,1078.92,8.3125,4.21453125,134.865,6.984642243300572
601,Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Nvidia Quadro M520M,Windows,7,0.3715710723192021,1855.0,2003.4,7.155963302752293,3.912890625,125.2125,7.603100043085569
602,Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,0.27680798004987534,1191.0,1286.28,7.777777777777778,5.02453125,160.785,7.160286744150895
603,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2048,AMD Radeon 530,Windows,10,0.5037406483790523,655.01,707.4108,6.3837638376383765,0.3454154296875,117.9018,6.563024151416406
604,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050 Ti,Windows,10,0.45137157107231923,1249.0,1348.92,6.24,1.1709375,168.615,7.2078006104173165
605,Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows,10,0.20199501246882795,298.0,321.84000000000003,9.333333333333334,10.057500000000001,80.46000000000001,5.777156844456171
606,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512,Intel HD Graphics 620,Windows,10,0.3092269326683292,1426.66,1540.7928000000002,8.082901554404145,3.0093609375000003,96.29955000000001,7.340701174147868
607,Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 920MX,Windows,10,0.29426433915211975,857.07,925.6356,7.4866310160427805,3.6157640625,115.70445,6.831560392274736
608,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows,10,0.30174563591022446,1179.0,1273.3200000000002,8.210526315789474,4.973906250000001,159.16500000000002,7.150167981986383
609,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500,AMD Radeon R4,Windows,10,0.37406483790523687,298.0,321.84000000000003,7.123287671232877,0.64368,80.46000000000001,5.777156844456171
610,Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32,Intel HD Graphics 400,Windows,10,0.17705735660847882,265.0,286.20000000000005,10.0,8.943750000000001,71.55000000000001,5.660178837174069
611,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows,10,0.4837905236907731,1200.0,1296.0,6.577946768060837,5.0625,162.0,7.167809184316444
612,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows,10,0.1197007481296758,1686.64,1821.5712000000003,11.965811965811966,3.5577562500000006,227.69640000000004,7.508003530335073
613,HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.2219451371571073,836.6,903.528,8.417721518987342,3.52940625,112.941,6.807413260685676
614,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.15710723192019954,1499.0,1618.92,10.606060606060606,6.32390625,202.365,7.390132044291014
615,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,2048,Nvidia GeForce GTX 1070,Windows,10,0.9152119700748131,3659.4,3952.152000000001,3.967889908256881,1.9297617187500005,123.50475000000003,8.282268514366187
616,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050 Ti,Windows,10,0.5012468827930174,1348.48,1456.3584,6.407407407407407,1.2642,182.0448,7.28438076084636
617,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1152,AMD Radeon 530,Windows,10,0.37655860349127185,719.0,776.5200000000001,7.09090909090909,0.6740625000000001,97.06500000000001,6.656109367195215
618,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1024,Intel HD Graphics 620,Windows,10,0.25436408977556113,649.0,700.9200000000001,7.777777777777779,0.6844921875000001,175.23000000000002,6.5538194374179035
619,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1024,AMD Radeon 520,Windows,10,0.3516209476309227,489.0,528.12,7.428571428571428,0.5157421875,132.03,6.2712152492334825
620,Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 1060,Windows,10,0.8753117206982544,1935.0,2089.8,4.119047619047619,1.8140625000000001,130.6125,7.645302046838767
621,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1024,Intel HD Graphics 620,Windows,10,0.3890274314214464,649.0,700.9200000000001,6.933333333333334,0.6844921875000001,58.410000000000004,6.5538194374179035
622,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,1152,AMD Radeon 520,Windows,10,0.3516209476309227,650.0,702.0,7.428571428571428,0.609375,117.0,6.555356891810665
623,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,0.4264339152119701,559.0,603.72,6.5,1.20744,150.93,6.404765540983921
624,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.18703241895261846,960.0,1036.8000000000002,9.236111111111112,4.050000000000001,129.60000000000002,6.944858366933639
625,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1024,Intel HD Graphics 620,Windows,10,0.2892768079800499,779.0,841.32,8.432432432432432,0.8216015625,210.33,6.736159989548504
626,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia Quadro M2200,Windows,10,0.47630922693266836,2419.0,2612.52,6.0,10.20515625,163.2825,7.868453250696874
627,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1024,Intel UHD Graphics 620,Windows,10,0.21446384039900251,659.0,711.72,8.580645161290322,0.6950390625,88.965,6.569088636412388
628,MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.27680798004987534,2094.48,2262.0384000000004,8.666666666666666,1.7672175000000003,141.37740000000002,7.72446361411529
629,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,0.4264339152119701,410.8,443.664,6.5,0.887328,110.916,6.097318940787978
630,Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1152,Nvidia GeForce 940MX,Windows,10,0.3266832917705736,1207.0,1303.5600000000002,7.8,1.1315625000000002,162.94500000000002,7.1736210981530215
631,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows,10,0.3266832917705736,665.0,718.2,7.8,2.80546875,89.775,6.57813948315741
632,Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.13965087281795513,1535.0,1657.8000000000002,11.2,6.475781250000001,207.22500000000002,7.4138497283722264
633,Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.2518703241895262,999.0,1078.92,8.23529411764706,4.21453125,134.865,6.984642243300572
634,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1024,Nvidia Quadro M520M,Windows,10,0.45137157107231923,3299.0,3562.92,6.24,3.4794140625,222.6825,8.178616341649656
635,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,Intel HD Graphics 620,Windows,10,0.029925187032418976,1649.0,1780.92,16.419753086419753,6.95671875,111.3075,7.48544671364479
636,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256,Intel HD Graphics 520,Windows,10,0.2917705735660848,539.0,582.12,8.387096774193548,2.27390625,72.765,6.368392997073958
637,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.22693266832917708,1126.71,1216.8468,8.75,4.7533078125,152.10585,7.104839660391719
638,HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256,Nvidia Quadro M2000M,Windows,7,0.5760598503740648,4389.0,4740.12,5.766666666666667,18.51609375,296.2575,8.464028673697596
639,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128,Intel HD Graphics 400,Windows,10,0.17705735660847882,475.0,513.0,8.285714285714286,4.0078125,128.25,6.2422232654551655
640,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows,10,0.28678304239401503,1900.0,2052.0,8.478260869565217,8.015625,256.5,7.627057417018934
641,Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1,Intel HD Graphics 520,Windows,10,0.2518703241895262,1096.0,1183.68,8.23529411764706,1183.68,295.92,7.0772279749071805
642,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256,Intel HD Graphics 620,Windows,10,0.4189526184538654,849.9,917.892,6.582278481012658,3.585515625,229.473,6.823168596407346
643,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256,Intel HD Graphics 540,Windows,10,0.1521197007481297,1199.0,1294.92,10.230769230769232,5.05828125,161.865,7.166976146611883
644,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,1099.0,1186.92,7.09090909090909,1.0303125,148.365,7.0799591575878065
645,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows,7,0.4738154613466334,1561.0,1685.88,6.023166023166024,6.58546875,210.735,7.430635947828639
646,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.9301745635910224,2868.99,3098.5092,3.5294117647058822,2.4207103125,193.656825,8.03899905535825
647,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,0.3516209476309227,599.0,646.9200000000001,7.428571428571428,2.5270312500000003,161.73000000000002,6.473767231940735
648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.45137157107231923,1048.0,1131.84,6.24,0.9824999999999999,141.48,7.032483033050509
649,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256,Intel HD Graphics 620,Windows,10,0.12219451371571072,1859.0,2007.72,10.593220338983052,7.84265625,125.4825,7.605252982279341
650,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.12718204488778057,1129.0,1219.3200000000002,11.083333333333334,4.762968750000001,152.41500000000002,7.106868398415928
651,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,0.23940149625935164,849.0,916.92,8.060606060606062,1.83384,229.23,6.8221102408535605
652,Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows,10,0.22693266832917708,655.0,707.4000000000001,8.3125,5.526562500000001,176.85000000000002,6.563008905908679
653,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1024,Nvidia GeForce 920MX,Windows,10,0.5261845386533666,470.34,507.9672,6.178571428571429,0.49606171875,126.9918,6.232383574395586
654,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 960M,Windows,10,0.5062344139650874,1099.0,1186.92,5.735294117647058,1.0303125,74.1825,7.0799591575878065
655,Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.15461346633416462,1599.0,1726.92,10.15267175572519,6.74578125,215.865,7.454673651995998
656,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon R7 M445,Windows,10,0.401496259351621,1181.27,1275.7716,6.782608695652175,4.9834828125,79.735725,7.152089983340393
657,Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256,AMD Radeon 540,Windows,10,0.25436408977556113,1799.0,1942.92,8.771929824561404,7.58953125,121.4325,7.572461831910232
658,Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows,10,0.26433915211970077,1020.0,1101.6,8.0,8.60625,275.4,7.0054263061555835
659,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows,10,0.4812967581047382,1099.0,1186.92,5.9541984732824424,1.1591015625,148.365,7.0799591575878065
660,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows,10,0.14214463840399005,1244.0,1343.52,9.920634920634921,5.248125,335.88,7.203792351016652
661,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2048,Nvidia GeForce 940MX,Windows,10,0.401496259351621,839.0,906.12,6.782608695652175,0.44244140625,75.51,6.810274745663584
662,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro M2000M,Windows,7,0.45137157107231923,2370.0,2559.6000000000004,6.24,4.999218750000001,159.97500000000002,7.847996885012079
663,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows,10,0.27680798004987534,636.0,686.88,7.777777777777778,5.36625,171.72,6.5336144041159985
664,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1060,Windows,10,0.314214463840399,2899.0,3130.92,7.17948717948718,6.115078125,195.6825,8.049401514000309
665,Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128,Intel HD Graphics 505,Windows,10,0.3266832917705736,581.9,628.452,7.8,4.90978125,78.5565,6.444849599584296
666,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,2048,Nvidia GeForce GTX 1070M,Windows,10,0.9301745635910224,3588.8,3875.904000000001,3.9140271493212673,1.8925312500000004,121.12200000000003,8.262792175950896
667,Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.9002493765586035,2350.0,2538.0,4.023255813953488,1.9828125,158.625,7.839525581704678
668,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512,Nvidia GeForce 930M,Windows,10,0.19451371571072318,1764.0,1905.12,9.523809523809524,3.7209375,119.07,7.552825041308908
669,Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.2518703241895262,2299.0,2482.92,8.23529411764706,4.849453125,155.1825,7.817593236415578
670,MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.22693266832917708,1891.0,2042.28,8.75,1.59553125,127.6425,7.622311638779582
671,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,1089.0,1176.12,7.09090909090909,1.0209374999999998,147.015,7.070826056183954
672,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1024,Nvidia GeForce GTX 1050,Windows,10,0.4264339152119701,999.0,1078.92,6.5,1.0536328125,269.73,6.984642243300572
